bulan,tahun,kode_trayek,trayek,jumlah_penumpang,jenis
Oktober,2019,1T,CIBUBUR - KOTA,15.968, ANGKUTAN EKSEKUTIF ROYAL TRANS 
November,2019,1T,CIBUBUR - KOTA,18.585, ANGKUTAN EKSEKUTIF ROYAL TRANS 
Desember,2019,1T,CIBUBUR - KOTA,"15,37", ANGKUTAN EKSEKUTIF ROYAL TRANS 
Agustus,2019,1U,TAMAN MINI - BALAI KOTA,4.954, ANGKUTAN EKSEKUTIF ROYAL TRANS 
September,2019,1U,TAMAN MINI - BALAI KOTA,5.439, ANGKUTAN EKSEKUTIF ROYAL TRANS 
Oktober,2019,1U,TAMAN MINI - BALAI KOTA,5.439, ANGKUTAN EKSEKUTIF ROYAL TRANS 
November,2019,1U,TAMAN MINI - BALAI KOTA,6.397, ANGKUTAN EKSEKUTIF ROYAL TRANS 
Desember,2019,1U,TAMAN MINI - BALAI KOTA,"5,803", ANGKUTAN EKSEKUTIF ROYAL TRANS 
Agustus,2019,6P,CIBUBUR - KUNINGAN,17.175, ANGKUTAN EKSEKUTIF ROYAL TRANS 
September,2019,6P,CIBUBUR - KUNINGAN,18.347, ANGKUTAN EKSEKUTIF ROYAL TRANS 
Oktober,2019,6P,CIBUBUR - KUNINGAN,18.347, ANGKUTAN EKSEKUTIF ROYAL TRANS 
November,2019,6P,CIBUBUR - KUNINGAN,21.08, ANGKUTAN EKSEKUTIF ROYAL TRANS 
Desember,2019,6P,CIBUBUR - KUNINGAN,"17,382", ANGKUTAN EKSEKUTIF ROYAL TRANS 
Agustus,2019,B13,BEKASI BARAT - BLOK M,18.703, ANGKUTAN EKSEKUTIF ROYAL TRANS 
September,2019,B13,BEKASI BARAT - BLOK M,18.607, ANGKUTAN EKSEKUTIF ROYAL TRANS 
Oktober,2019,B13,BEKASI BARAT - BLOK M,18.607, ANGKUTAN EKSEKUTIF ROYAL TRANS 
November,2019,B13,BEKASI BARAT - BLOK M,20.721, ANGKUTAN EKSEKUTIF ROYAL TRANS 
Desember,2019,B13,BEKASI BARAT - BLOK M,"18,577", ANGKUTAN EKSEKUTIF ROYAL TRANS 
Agustus,2019,B14,BEKASI BARAT - KUNINGAN,16.099, ANGKUTAN EKSEKUTIF ROYAL TRANS 
September,2019,B14,BEKASI BARAT - KUNINGAN,16.116, ANGKUTAN EKSEKUTIF ROYAL TRANS 
Oktober,2019,B14,BEKASI BARAT - KUNINGAN,16.116, ANGKUTAN EKSEKUTIF ROYAL TRANS 
November,2019,B14,BEKASI BARAT - KUNINGAN,17.94, ANGKUTAN EKSEKUTIF ROYAL TRANS 
Desember,2019,B14,BEKASI BARAT - KUNINGAN,"15,774", ANGKUTAN EKSEKUTIF ROYAL TRANS 
Agustus,2019,B15,JATI BENING - BLOK M,5.362, ANGKUTAN EKSEKUTIF ROYAL TRANS 
September,2019,B15,JATI BENING - BLOK M,5.027, ANGKUTAN EKSEKUTIF ROYAL TRANS 
Oktober,2019,B15,JATI BENING - BLOK M,5.027, ANGKUTAN EKSEKUTIF ROYAL TRANS 
November,2019,B15,JATI BENING - BLOK M,4.324, ANGKUTAN EKSEKUTIF ROYAL TRANS 
Desember,2019,B15,JATI BENING - BLOK M,"4,594", ANGKUTAN EKSEKUTIF ROYAL TRANS 
Agustus,2019,B16,JATI BENING - KUNINGAN,1.359, ANGKUTAN EKSEKUTIF ROYAL TRANS 
September,2019,B16,JATI BENING - KUNINGAN,1.466, ANGKUTAN EKSEKUTIF ROYAL TRANS 
Oktober,2019,B16,JATI BENING - KUNINGAN,1.466, ANGKUTAN EKSEKUTIF ROYAL TRANS 
November,2019,B16,JATI BENING - KUNINGAN,1.339, ANGKUTAN EKSEKUTIF ROYAL TRANS 
Desember,2019,B16,JATI BENING - KUNINGAN,"1,638", ANGKUTAN EKSEKUTIF ROYAL TRANS 
Agustus,2019,B23,BEKASI TIMUR - TEBET,927, ANGKUTAN EKSEKUTIF ROYAL TRANS 
September,2019,B23,BEKASI TIMUR - TEBET,973, ANGKUTAN EKSEKUTIF ROYAL TRANS 
Oktober,2019,B23,BEKASI TIMUR - TEBET,973, ANGKUTAN EKSEKUTIF ROYAL TRANS 
November,2019,B23,BEKASI TIMUR - TEBET,1.017, ANGKUTAN EKSEKUTIF ROYAL TRANS 
Desember,2019,B23,BEKASI TIMUR - TEBET,872, ANGKUTAN EKSEKUTIF ROYAL TRANS 
Agustus,2019,B24,BEKASI TIMUR - KALIDERES,3.795, ANGKUTAN EKSEKUTIF ROYAL TRANS 
September,2019,B24,BEKASI TIMUR - KALIDERES,3.338, ANGKUTAN EKSEKUTIF ROYAL TRANS 
Oktober,2019,B24,BEKASI TIMUR - KALIDERES,3.338, ANGKUTAN EKSEKUTIF ROYAL TRANS 
November,2019,B24,BEKASI TIMUR - KALIDERES,2.656, ANGKUTAN EKSEKUTIF ROYAL TRANS 
Desember,2019,B24,BEKASI TIMUR - KALIDERES,"1,952", ANGKUTAN EKSEKUTIF ROYAL TRANS 
Agustus,2019,D31,CINERE - KUNINGAN,1.871, ANGKUTAN EKSEKUTIF ROYAL TRANS 
September,2019,D31,CINERE - KUNINGAN,2.247, ANGKUTAN EKSEKUTIF ROYAL TRANS 
Oktober,2019,D31,CINERE - KUNINGAN,2.247, ANGKUTAN EKSEKUTIF ROYAL TRANS 
November,2019,D31,CINERE - KUNINGAN,2.319, ANGKUTAN EKSEKUTIF ROYAL TRANS 
Desember,2019,D31,CINERE - KUNINGAN,"1,74", ANGKUTAN EKSEKUTIF ROYAL TRANS 
Agustus,2019,S12,BSD - BUNDERAN SENAYAN,17.527, ANGKUTAN EKSEKUTIF ROYAL TRANS 
September,2019,S12,BSD - MRT FATMAWATI,19.892, ANGKUTAN EKSEKUTIF ROYAL TRANS 
Oktober,2019,S12,BSD - MRT FATMAWATI,19.892, ANGKUTAN EKSEKUTIF ROYAL TRANS 
November,2019,S12,BSD - MRT FATMAWATI,20.531, ANGKUTAN EKSEKUTIF ROYAL TRANS 
Desember,2019,S12,BSD - MRT FATMAWATI,"15,991", ANGKUTAN EKSEKUTIF ROYAL TRANS 
Agustus,2019,S31,BINTARO - BLOK M VIA JORR,13.933, ANGKUTAN EKSEKUTIF ROYAL TRANS 
September,2019,S31,BINTARO - BLOK M VIA JORR,15.289, ANGKUTAN EKSEKUTIF ROYAL TRANS 
Oktober,2019,S31,BINTARO - BLOK M VIA JORR,15.289, ANGKUTAN EKSEKUTIF ROYAL TRANS 
November,2019,S31,BINTARO - BLOK M VIA JORR,15.764, ANGKUTAN EKSEKUTIF ROYAL TRANS 
Desember,2019,S31,BINTARO - BLOK M VIA JORR,"12,855", ANGKUTAN EKSEKUTIF ROYAL TRANS 
Agustus,2019,6C,HALTE TEBET,803,LAMPIRAN RINCIAN GRATIS GATE NON Bus Rapid Transit
September,2019,6C,HALTE TEBET,912,LAMPIRAN RINCIAN GRATIS GATE NON Bus Rapid Transit
Oktober,2019,6C,HALTE TEBET,952,LAMPIRAN RINCIAN GRATIS GATE NON Bus Rapid Transit
November,2019,6C,HALTE TEBET,883,LAMPIRAN RINCIAN GRATIS GATE NON Bus Rapid Transit
Desember,2019,6C,HALTE TEBET,922,LAMPIRAN RINCIAN GRATIS GATE NON Bus Rapid Transit
Agustus,2019,B11,HALTE MM BARAT,713,LAMPIRAN RINCIAN GRATIS GATE NON Bus Rapid Transit
September,2019,B11,HALTE MM BARAT,944,LAMPIRAN RINCIAN GRATIS GATE NON Bus Rapid Transit
Oktober,2019,B11,HALTE MM BARAT,1.094,LAMPIRAN RINCIAN GRATIS GATE NON Bus Rapid Transit
November,2019,B11,HALTE MM BARAT,1.026,LAMPIRAN RINCIAN GRATIS GATE NON Bus Rapid Transit
Desember,2019,B11,HALTE MM BARAT,"1,013",LAMPIRAN RINCIAN GRATIS GATE NON Bus Rapid Transit
Agustus,2019,B12,HALTE SUMARECON BEKASI,436,LAMPIRAN RINCIAN GRATIS GATE NON Bus Rapid Transit
September,2019,B12,HALTE SUMARECON BEKASI,503,LAMPIRAN RINCIAN GRATIS GATE NON Bus Rapid Transit
Oktober,2019,B12,HALTE SUMARECON BEKASI,557,LAMPIRAN RINCIAN GRATIS GATE NON Bus Rapid Transit
November,2019,B12,HALTE SUMARECON BEKASI,536,LAMPIRAN RINCIAN GRATIS GATE NON Bus Rapid Transit
Desember,2019,B12,HALTE SUMARECON BEKASI,535,LAMPIRAN RINCIAN GRATIS GATE NON Bus Rapid Transit
Agustus,2019,B21,HALTE BULAK KAPAL,716,LAMPIRAN RINCIAN GRATIS GATE NON Bus Rapid Transit
September,2019,B21,HALTE BULAK KAPAL,743,LAMPIRAN RINCIAN GRATIS GATE NON Bus Rapid Transit
Oktober,2019,B21,HALTE BULAK KAPAL,978,LAMPIRAN RINCIAN GRATIS GATE NON Bus Rapid Transit
November,2019,B21,HALTE BULAK KAPAL,1.02,LAMPIRAN RINCIAN GRATIS GATE NON Bus Rapid Transit
Desember,2019,B21,HALTE BULAK KAPAL,"1,071",LAMPIRAN RINCIAN GRATIS GATE NON Bus Rapid Transit
Agustus,2019,B22,HALTE BTC,365,LAMPIRAN RINCIAN GRATIS GATE NON Bus Rapid Transit
September,2019,B22,HALTE BTC,347,LAMPIRAN RINCIAN GRATIS GATE NON Bus Rapid Transit
Oktober,2019,B22,HALTE BTC,376,LAMPIRAN RINCIAN GRATIS GATE NON Bus Rapid Transit
November,2019,B22,HALTE BTC,300,LAMPIRAN RINCIAN GRATIS GATE NON Bus Rapid Transit
Desember,2019,B22,HALTE BTC,399,LAMPIRAN RINCIAN GRATIS GATE NON Bus Rapid Transit
